id,COD,Nombre,Fecha,FK_Periodo,Anyo,Valor,Variacion_Interanual_IPV
60,IPV905,"Balears, Illes. Vivienda segunda mano. Variación en lo que va de año. ",1285884000000,22,2010,-1.6,-11.111111111111107
60,IPV905,"Balears, Illes. Vivienda segunda mano. Variación en lo que va de año. ",1277935200000,21,2010,-1.3,-18.750000000000004
60,IPV905,"Balears, Illes. Vivienda segunda mano. Variación en lo que va de año. ",1270072800000,20,2010,-0.8,-38.46153846153846
60,IPV905,"Balears, Illes. Vivienda segunda mano. Variación en lo que va de año. ",1262300400000,19,2010,0.2,-125.0
61,IPV754,Canarias. General. Índice. ,1285884000000,22,2010,129.54,64669.99999999999
61,IPV754,Canarias. General. Índice. ,1277935200000,21,2010,130.38,0.6484483557202435
61,IPV754,Canarias. General. Índice. ,1270072800000,20,2010,132.97,1.9865009970854453
61,IPV754,Canarias. General. Índice. ,1262300400000,19,2010,131.54,-1.0754305482439699
62,IPV904,Canarias. General. Variación trimestral. ,1285884000000,22,2010,-0.6,-100.45613501596473
62,IPV904,Canarias. General. Variación trimestral. ,1277935200000,21,2010,-1.9,216.66666666666666
62,IPV904,Canarias. General. Variación trimestral. ,1270072800000,20,2010,1.1,-157.89473684210526
62,IPV904,Canarias. General. Variación trimestral. ,1262300400000,19,2010,-1.7,-254.5454545454545
63,IPV903,Canarias. General. Variación anual. ,1285884000000,22,2010,-3.2,88.23529411764707
63,IPV903,Canarias. General. Variación anual. ,1277935200000,21,2010,-2.9,-9.375000000000009
63,IPV903,Canarias. General. Variación anual. ,1270072800000,20,2010,-1.2,-58.620689655172406
63,IPV903,Canarias. General. Variación anual. ,1262300400000,19,2010,-2.6,116.66666666666667
64,IPV902,Canarias. General. Variación en lo que va de año. ,1285884000000,22,2010,-3.2,23.076923076923077
64,IPV902,Canarias. General. Variación en lo que va de año. ,1277935200000,21,2010,-2.6,-18.750000000000004
64,IPV902,Canarias. General. Variación en lo que va de año. ,1270072800000,20,2010,-0.6,-76.92307692307692
64,IPV902,Canarias. General. Variación en lo que va de año. ,1262300400000,19,2010,-1.7,183.33333333333334
65,IPV753,Canarias. Vivienda nueva. Índice. ,1285884000000,22,2010,124.11,-7400.588235294119
65,IPV753,Canarias. Vivienda nueva. Índice. ,1277935200000,21,2010,127.12,2.4252679075014143
65,IPV753,Canarias. Vivienda nueva. Índice. ,1270072800000,20,2010,128.89,1.3923851478917415
65,IPV753,Canarias. Vivienda nueva. Índice. ,1262300400000,19,2010,127.03,-1.443091007836128
66,IPV901,Canarias. Vivienda nueva. Variación trimestral. ,1285884000000,22,2010,-2.4,-101.88931748405889
66,IPV901,Canarias. Vivienda nueva. Variación trimestral. ,1277935200000,21,2010,-1.4,-41.66666666666667
66,IPV901,Canarias. Vivienda nueva. Variación trimestral. ,1270072800000,20,2010,1.5,-207.14285714285717
66,IPV901,Canarias. Vivienda nueva. Variación trimestral. ,1262300400000,19,2010,-2.0,-233.33333333333334
67,IPV900,Canarias. Vivienda nueva. Variación anual. ,1285884000000,22,2010,-4.2,110.00000000000001
67,IPV900,Canarias. Vivienda nueva. Variación anual. ,1277935200000,21,2010,-2.7,-35.714285714285715
67,IPV900,Canarias. Vivienda nueva. Variación anual. ,1270072800000,20,2010,-1.5,-44.44444444444445
67,IPV900,Canarias. Vivienda nueva. Variación anual. ,1262300400000,19,2010,-3.5,133.33333333333331
68,IPV899,Canarias. Vivienda nueva. Variación en lo que va de año. ,1285884000000,22,2010,-4.2,20.000000000000004
68,IPV899,Canarias. Vivienda nueva. Variación en lo que va de año. ,1277935200000,21,2010,-1.9,-54.761904761904766
68,IPV899,Canarias. Vivienda nueva. Variación en lo que va de año. ,1270072800000,20,2010,-0.5,-73.68421052631578
68,IPV899,Canarias. Vivienda nueva. Variación en lo que va de año. ,1262300400000,19,2010,-2.0,300.0
69,IPV752,Canarias. Vivienda segunda mano. Índice. ,1285884000000,22,2010,132.78,-6739.0
69,IPV752,Canarias. Vivienda segunda mano. Índice. ,1277935200000,21,2010,131.36,-1.0694381683988459
69,IPV752,Canarias. Vivienda segunda mano. Índice. ,1270072800000,20,2010,134.76,2.588306942752723
69,IPV752,Canarias. Vivienda segunda mano. Índice. ,1262300400000,19,2010,133.8,-0.7123775601068415
70,IPV898,Canarias. Vivienda segunda mano. Variación trimestral. ,1285884000000,22,2010,1.1,-99.1778774289985
70,IPV898,Canarias. Vivienda segunda mano. Variación trimestral. ,1277935200000,21,2010,-2.5,-327.27272727272725
70,IPV898,Canarias. Vivienda segunda mano. Variación trimestral. ,1270072800000,20,2010,0.7,-128.0
70,IPV898,Canarias. Vivienda segunda mano. Variación trimestral. ,1262300400000,19,2010,-1.4,-299.99999999999994
71,IPV897,Canarias. Vivienda segunda mano. Variación anual. ,1285884000000,22,2010,-2.2,57.14285714285716
71,IPV897,Canarias. Vivienda segunda mano. Variación anual. ,1277935200000,21,2010,-3.0,36.36363636363635
71,IPV897,Canarias. Vivienda segunda mano. Variación anual. ,1270072800000,20,2010,-0.8,-73.33333333333334
71,IPV897,Canarias. Vivienda segunda mano. Variación anual. ,1262300400000,19,2010,-1.7,112.49999999999997
72,IPV896,Canarias. Vivienda segunda mano. Variación en lo que va de año. ,1285884000000,22,2010,-2.2,29.411764705882366
72,IPV896,Canarias. Vivienda segunda mano. Variación en lo que va de año. ,1277935200000,21,2010,-3.2,45.45454545454545
72,IPV896,Canarias. Vivienda segunda mano. Variación en lo que va de año. ,1270072800000,20,2010,-0.7,-78.125
72,IPV896,Canarias. Vivienda segunda mano. Variación en lo que va de año. ,1262300400000,19,2010,-1.4,100.0
73,IPV751,Cantabria. General. Índice. ,1285884000000,22,2010,132.01,-9529.285714285714
73,IPV751,Cantabria. General. Índice. ,1277935200000,21,2010,133.69,1.2726308612983916
73,IPV751,Cantabria. General. Índice. ,1270072800000,20,2010,137.63,2.947116463460242
73,IPV751,Cantabria. General. Índice. ,1262300400000,19,2010,136.22,-1.0244859405652813
74,IPV895,Cantabria. General. Variación trimestral. ,1285884000000,22,2010,-1.3,-100.95433856996037
74,IPV895,Cantabria. General. Variación trimestral. ,1277935200000,21,2010,-2.9,123.07692307692307
74,IPV895,Cantabria. General. Variación trimestral. ,1270072800000,20,2010,1.0,-134.48275862068965
74,IPV895,Cantabria. General. Variación trimestral. ,1262300400000,19,2010,-4.2,-520.0
75,IPV894,Cantabria. General. Variación anual. ,1285884000000,22,2010,-7.2,71.42857142857143
75,IPV894,Cantabria. General. Variación anual. ,1277935200000,21,2010,-6.7,-6.944444444444445
75,IPV894,Cantabria. General. Variación anual. ,1270072800000,20,2010,-4.3,-35.820895522388064
75,IPV894,Cantabria. General. Variación anual. ,1262300400000,19,2010,-5.9,37.20930232558141
76,IPV893,Cantabria. General. Variación en lo que va de año. ,1285884000000,22,2010,-7.2,22.033898305084744
76,IPV893,Cantabria. General. Variación en lo que va de año. ,1277935200000,21,2010,-6.0,-16.666666666666668
76,IPV893,Cantabria. General. Variación en lo que va de año. ,1270072800000,20,2010,-3.2,-46.666666666666664
76,IPV893,Cantabria. General. Variación en lo que va de año. ,1262300400000,19,2010,-4.2,31.25
77,IPV750,Cantabria. Vivienda nueva. Índice. ,1285884000000,22,2010,121.27,-2987.3809523809523
77,IPV750,Cantabria. Vivienda nueva. Índice. ,1277935200000,21,2010,123.63,1.9460707512162938
77,IPV750,Cantabria. Vivienda nueva. Índice. ,1270072800000,20,2010,126.66,2.4508614413977203
77,IPV750,Cantabria. Vivienda nueva. Índice. ,1262300400000,19,2010,125.37,-1.0184746565608653
78,IPV892,Cantabria. Vivienda nueva. Variación trimestral. ,1285884000000,22,2010,-1.9,-101.51551407832815
78,IPV892,Cantabria. Vivienda nueva. Variación trimestral. ,1277935200000,21,2010,-2.4,26.31578947368421
78,IPV892,Cantabria. Vivienda nueva. Variación trimestral. ,1270072800000,20,2010,1.0,-141.66666666666669
78,IPV892,Cantabria. Vivienda nueva. Variación trimestral. ,1262300400000,19,2010,-5.5,-650.0
79,IPV891,Cantabria. Vivienda nueva. Variación anual. ,1285884000000,22,2010,-8.6,56.36363636363636
79,IPV891,Cantabria. Vivienda nueva. Variación anual. ,1277935200000,21,2010,-8.1,-5.813953488372093
79,IPV891,Cantabria. Vivienda nueva. Variación anual. ,1270072800000,20,2010,-6.4,-20.987654320987648
79,IPV891,Cantabria. Vivienda nueva. Variación anual. ,1262300400000,19,2010,-8.1,26.56249999999999
80,IPV890,Cantabria. Vivienda nueva. Variación en lo que va de año. ,1285884000000,22,2010,-8.6,6.17283950617284
80,IPV890,Cantabria. Vivienda nueva. Variación en lo que va de año. ,1277935200000,21,2010,-6.8,-20.930232558139533
80,IPV890,Cantabria. Vivienda nueva. Variación en lo que va de año. ,1270072800000,20,2010,-4.5,-33.8235294117647
80,IPV890,Cantabria. Vivienda nueva. Variación en lo que va de año. ,1262300400000,19,2010,-5.5,22.22222222222222
81,IPV749,Cantabria. Vivienda segunda mano. Índice. ,1285884000000,22,2010,141.4,-2670.909090909091
81,IPV749,Cantabria. Vivienda segunda mano. Índice. ,1277935200000,21,2010,141.03,-0.2616690240452649
81,IPV749,Cantabria. Vivienda segunda mano. Índice. ,1270072800000,20,2010,146.79,4.084237396298653
81,IPV749,Cantabria. Vivienda segunda mano. Índice. ,1262300400000,19,2010,145.26,-1.0423053341508286
82,IPV889,Cantabria. Vivienda segunda mano. Variación trimestral. ,1285884000000,22,2010,0.3,-99.79347377116893
82,IPV889,Cantabria. Vivienda segunda mano. Variación trimestral. ,1277935200000,21,2010,-3.9,-1400.0000000000002
82,IPV889,Cantabria. Vivienda segunda mano. Variación trimestral. ,1270072800000,20,2010,1.1,-128.2051282051282
82,IPV889,Cantabria. Vivienda segunda mano. Variación trimestral. ,1262300400000,19,2010,-1.2,-209.09090909090904
83,IPV888,Cantabria. Vivienda segunda mano. Variación anual. ,1285884000000,22,2010,-3.8,216.66666666666666
83,IPV888,Cantabria. Vivienda segunda mano. Variación anual. ,1277935200000,21,2010,-3.5,-7.894736842105258
83,IPV888,Cantabria. Vivienda segunda mano. Variación anual. ,1270072800000,20,2010,0.6,-117.14285714285712
83,IPV888,Cantabria. Vivienda segunda mano. Variación anual. ,1262300400000,19,2010,-0.9,-250.0
84,IPV887,Cantabria. Vivienda segunda mano. Variación en lo que va de año. ,1285884000000,22,2010,-3.8,322.2222222222222
84,IPV887,Cantabria. Vivienda segunda mano. Variación en lo que va de año. ,1277935200000,21,2010,-4.0,5.263157894736848
84,IPV887,Cantabria. Vivienda segunda mano. Variación en lo que va de año. ,1270072800000,20,2010,-0.1,-97.5
84,IPV887,Cantabria. Vivienda segunda mano. Variación en lo que va de año. ,1262300400000,19,2010,-1.2,1099.9999999999998
85,IPV748,Castilla y León. General. Índice. ,1285884000000,22,2010,144.76,-12163.333333333332
85,IPV748,Castilla y León. General. Índice. ,1277935200000,21,2010,143.19,-1.0845537441282076
85,IPV748,Castilla y León. General. Índice. ,1270072800000,20,2010,147.4,2.9401494517773643
85,IPV748,Castilla y León. General. Índice. ,1262300400000,19,2010,143.81,-2.4355495251017665
86,IPV886,Castilla y León. General. Variación trimestral. ,1285884000000,22,2010,1.1,-99.23510187052361
86,IPV886,Castilla y León. General. Variación trimestral. ,1277935200000,21,2010,-2.9,-363.6363636363636
86,IPV886,Castilla y León. General. Variación trimestral. ,1270072800000,20,2010,2.5,-186.20689655172416
86,IPV886,Castilla y León. General. Variación trimestral. ,1262300400000,19,2010,-2.0,-180.0
87,IPV885,Castilla y León. General. Variación anual. ,1285884000000,22,2010,-1.3,-35.0
87,IPV885,Castilla y León. General. Variación anual. ,1277935200000,21,2010,-3.6,176.9230769230769
87,IPV885,Castilla y León. General. Variación anual. ,1270072800000,20,2010,-1.9,-47.22222222222223
87,IPV885,Castilla y León. General. Variación anual. ,1262300400000,19,2010,-4.2,121.05263157894738
88,IPV884,Castilla y León. General. Variación en lo que va de año. ,1285884000000,22,2010,-1.3,-69.04761904761905
88,IPV884,Castilla y León. General. Variación en lo que va de año. ,1277935200000,21,2010,-2.4,84.6153846153846
88,IPV884,Castilla y León. General. Variación en lo que va de año. ,1270072800000,20,2010,0.5,-120.83333333333333
88,IPV884,Castilla y León. General. Variación en lo que va de año. ,1262300400000,19,2010,-2.0,-500.0
89,IPV747,Castilla y León. Vivienda nueva. Índice. ,1285884000000,22,2010,138.8,-7040.000000000001
89,IPV747,Castilla y León. Vivienda nueva. Índice. ,1277935200000,21,2010,137.78,-0.7348703170028892
89,IPV747,Castilla y León. Vivienda nueva. Índice. ,1270072800000,20,2010,141.83,2.9394687182464883
89,IPV747,Castilla y León. Vivienda nueva. Índice. ,1262300400000,19,2010,137.98,-2.714517379961942
90,IPV883,Castilla y León. Vivienda nueva. Variación trimestral. ,1285884000000,22,2010,0.7,-99.49268009856502
90,IPV883,Castilla y León. Vivienda nueva. Variación trimestral. ,1277935200000,21,2010,-2.9,-514.2857142857142
90,IPV883,Castilla y León. Vivienda nueva. Variación trimestral. ,1270072800000,20,2010,2.8,-196.55172413793102
90,IPV883,Castilla y León. Vivienda nueva. Variación trimestral. ,1262300400000,19,2010,-2.0,-171.42857142857144
91,IPV882,Castilla y León. Vivienda nueva. Variación anual. ,1285884000000,22,2010,-1.5,-25.0
91,IPV882,Castilla y León. Vivienda nueva. Variación anual. ,1277935200000,21,2010,-3.9,160.0
91,IPV882,Castilla y León. Vivienda nueva. Variación anual. ,1270072800000,20,2010,-2.1,-46.15384615384615
91,IPV882,Castilla y León. Vivienda nueva. Variación anual. ,1262300400000,19,2010,-5.3,152.38095238095238
92,IPV881,Castilla y León. Vivienda nueva. Variación en lo que va de año. ,1285884000000,22,2010,-1.5,-71.69811320754717
92,IPV881,Castilla y León. Vivienda nueva. Variación en lo que va de año. ,1277935200000,21,2010,-2.2,46.66666666666668
92,IPV881,Castilla y León. Vivienda nueva. Variación en lo que va de año. ,1270072800000,20,2010,0.7,-131.81818181818184
92,IPV881,Castilla y León. Vivienda nueva. Variación en lo que va de año. ,1262300400000,19,2010,-2.0,-385.7142857142858
93,IPV746,Castilla y León. Vivienda segunda mano. Índice. ,1285884000000,22,2010,152.6,-7730.0
93,IPV746,Castilla y León. Vivienda segunda mano. Índice. ,1277935200000,21,2010,149.86,-1.7955439056356362
93,IPV746,Castilla y León. Vivienda segunda mano. Índice. ,1270072800000,20,2010,154.27,2.942746563459226
93,IPV746,Castilla y León. Vivienda segunda mano. Índice. ,1262300400000,19,2010,151.41,-1.8538925260906292
94,IPV880,Castilla y León. Vivienda segunda mano. Variación trimestral. ,1285884000000,22,2010,1.8,-98.81117495541906
94,IPV880,Castilla y León. Vivienda segunda mano. Variación trimestral. ,1277935200000,21,2010,-2.9,-261.11111111111114
94,IPV880,Castilla y León. Vivienda segunda mano. Variación trimestral. ,1270072800000,20,2010,1.9,-165.51724137931035
94,IPV880,Castilla y León. Vivienda segunda mano. Variación trimestral. ,1262300400000,19,2010,-1.8,-194.73684210526318
95,IPV879,Castilla y León. Vivienda segunda mano. Variación anual. ,1285884000000,22,2010,-1.1,-38.888888888888886
95,IPV879,Castilla y León. Vivienda segunda mano. Variación anual. ,1277935200000,21,2010,-2.7,145.45454545454547
95,IPV879,Castilla y León. Vivienda segunda mano. Variación anual. ,1270072800000,20,2010,-1.4,-48.14814814814816
95,IPV879,Castilla y León. Vivienda segunda mano. Variación anual. ,1262300400000,19,2010,-1.9,35.714285714285715
96,IPV878,Castilla y León. Vivienda segunda mano. Variación en lo que va de año. ,1285884000000,22,2010,-1.1,-42.105263157894726
96,IPV878,Castilla y León. Vivienda segunda mano. Variación en lo que va de año. ,1277935200000,21,2010,-2.8,154.54545454545453
96,IPV878,Castilla y León. Vivienda segunda mano. Variación en lo que va de año. ,1270072800000,20,2010,0.0,-100.0
96,IPV878,Castilla y León. Vivienda segunda mano. Variación en lo que va de año. ,1262300400000,19,2010,-1.8,-inf
97,IPV745,Castilla - La Mancha. General. Índice. ,1285884000000,22,2010,142.29,-8005.0
97,IPV745,Castilla - La Mancha. General. Índice. ,1277935200000,21,2010,141.07,-0.8574038934570236
97,IPV745,Castilla - La Mancha. General. Índice. ,1270072800000,20,2010,146.12,3.57978308641101
97,IPV745,Castilla - La Mancha. General. Índice. ,1262300400000,19,2010,143.07,-2.087325485902006
98,IPV877,Castilla - La Mancha. General. Variación trimestral. ,1285884000000,22,2010,0.9,-99.3709373034179
98,IPV877,Castilla - La Mancha. General. Variación trimestral. ,1277935200000,21,2010,-3.5,-488.8888888888889
98,IPV877,Castilla - La Mancha. General. Variación trimestral. ,1270072800000,20,2010,2.1,-160.0
98,IPV877,Castilla - La Mancha. General. Variación trimestral. ,1262300400000,19,2010,-0.3,-114.28571428571428
99,IPV876,Castilla - La Mancha. General. Variación anual. ,1285884000000,22,2010,-0.8,166.66666666666669
99,IPV876,Castilla - La Mancha. General. Variación anual. ,1277935200000,21,2010,-2.4,199.99999999999997
99,IPV876,Castilla - La Mancha. General. Variación anual. ,1270072800000,20,2010,0.4,-116.66666666666667
99,IPV876,Castilla - La Mancha. General. Variación anual. ,1262300400000,19,2010,-1.8,-550.0
100,IPV875,Castilla - La Mancha. General. Variación en lo que va de año. ,1285884000000,22,2010,-0.8,-55.55555555555556
100,IPV875,Castilla - La Mancha. General. Variación en lo que va de año. ,1277935200000,21,2010,-1.7,112.49999999999997
100,IPV875,Castilla - La Mancha. General. Variación en lo que va de año. ,1270072800000,20,2010,1.8,-205.8823529411765
100,IPV875,Castilla - La Mancha. General. Variación en lo que va de año. ,1262300400000,19,2010,-0.3,-116.66666666666667
101,IPV744,Castilla - La Mancha. Vivienda nueva. Índice. ,1285884000000,22,2010,141.63,-47310.0
101,IPV744,Castilla - La Mancha. Vivienda nueva. Índice. ,1277935200000,21,2010,140.48,-0.8119748640824724
101,IPV744,Castilla - La Mancha. Vivienda nueva. Índice. ,1270072800000,20,2010,146.02,3.9436218678815638
101,IPV744,Castilla - La Mancha. Vivienda nueva. Índice. ,1262300400000,19,2010,142.72,-2.2599643884399474
102,IPV874,Castilla - La Mancha. Vivienda nueva. Variación trimestral. ,1285884000000,22,2010,0.8,-99.43946188340806
102,IPV874,Castilla - La Mancha. Vivienda nueva. Variación trimestral. ,1277935200000,21,2010,-3.8,-574.9999999999999
102,IPV874,Castilla - La Mancha. Vivienda nueva. Variación trimestral. ,1270072800000,20,2010,2.3,-160.52631578947367
102,IPV874,Castilla - La Mancha. Vivienda nueva. Variación trimestral. ,1262300400000,19,2010,-0.4,-117.39130434782608
103,IPV873,Castilla - La Mancha. Vivienda nueva. Variación anual. ,1285884000000,22,2010,-1.2,199.99999999999997
103,IPV873,Castilla - La Mancha. Vivienda nueva. Variación anual. ,1277935200000,21,2010,-3.0,150.0
103,IPV873,Castilla - La Mancha. Vivienda nueva. Variación anual. ,1270072800000,20,2010,0.3,-109.99999999999999
103,IPV873,Castilla - La Mancha. Vivienda nueva. Variación anual. ,1262300400000,19,2010,-2.8,-1033.3333333333333
104,IPV872,Castilla - La Mancha. Vivienda nueva. Variación en lo que va de año. ,1285884000000,22,2010,-1.2,-57.14285714285714
104,IPV872,Castilla - La Mancha. Vivienda nueva. Variación en lo que va de año. ,1277935200000,21,2010,-2.0,66.66666666666667
104,IPV872,Castilla - La Mancha. Vivienda nueva. Variación en lo que va de año. ,1270072800000,20,2010,1.9,-195.0
104,IPV872,Castilla - La Mancha. Vivienda nueva. Variación en lo que va de año. ,1262300400000,19,2010,-0.4,-121.05263157894737
105,IPV743,Castilla - La Mancha. Vivienda segunda mano. Índice. ,1285884000000,22,2010,146.79,-36797.5
105,IPV743,Castilla - La Mancha. Vivienda segunda mano. Índice. ,1277935200000,21,2010,145.32,-1.00143061516452
105,IPV743,Castilla - La Mancha. Vivienda segunda mano. Índice. ,1270072800000,20,2010,148.93,2.4841728598954127
105,IPV743,Castilla - La Mancha. Vivienda segunda mano. Índice. ,1262300400000,19,2010,146.6,-1.5644933861545776
106,IPV871,Castilla - La Mancha. Vivienda segunda mano. Variación trimestral. ,1285884000000,22,2010,1.0,-99.31787175989086
106,IPV871,Castilla - La Mancha. Vivienda segunda mano. Variación trimestral. ,1277935200000,21,2010,-2.4,-340.0
106,IPV871,Castilla - La Mancha. Vivienda segunda mano. Variación trimestral. ,1270072800000,20,2010,1.6,-166.66666666666669
106,IPV871,Castilla - La Mancha. Vivienda segunda mano. Variación trimestral. ,1262300400000,19,2010,0.1,-93.75
107,IPV870,Castilla - La Mancha. Vivienda segunda mano. Variación anual. ,1285884000000,22,2010,0.2,100.0
107,IPV870,Castilla - La Mancha. Vivienda segunda mano. Variación anual. ,1277935200000,21,2010,-0.6,-400.0
107,IPV870,Castilla - La Mancha. Vivienda segunda mano. Variación anual. ,1270072800000,20,2010,0.9,-250.0
107,IPV870,Castilla - La Mancha. Vivienda segunda mano. Variación anual. ,1262300400000,19,2010,1.4,55.55555555555555
108,IPV869,Castilla - La Mancha. Vivienda segunda mano. Variación en lo que va de año. ,1285884000000,22,2010,0.2,-85.71428571428572
108,IPV869,Castilla - La Mancha. Vivienda segunda mano. Variación en lo que va de año. ,1277935200000,21,2010,-0.8,-500.0
108,IPV869,Castilla - La Mancha. Vivienda segunda mano. Variación en lo que va de año. ,1270072800000,20,2010,1.7,-312.5
108,IPV869,Castilla - La Mancha. Vivienda segunda mano. Variación en lo que va de año. ,1262300400000,19,2010,0.1,-94.11764705882352
109,IPV742,Cataluña. General. Índice. ,1285884000000,22,2010,138.42,138319.99999999997
109,IPV742,Cataluña. General. Índice. ,1277935200000,21,2010,139.22,0.5779511631267241
109,IPV742,Cataluña. General. Índice. ,1270072800000,20,2010,141.69,1.774170377819278
109,IPV742,Cataluña. General. Índice. ,1262300400000,19,2010,140.24,-1.0233608582115807
110,IPV868,Cataluña. General. Variación trimestral. ,1285884000000,22,2010,-0.6,-100.42783799201369
110,IPV868,Cataluña. General. Variación trimestral. ,1277935200000,21,2010,-1.7,183.33333333333334
110,IPV868,Cataluña. General. Variación trimestral. ,1270072800000,20,2010,1.0,-158.82352941176472
110,IPV868,Cataluña. General. Variación trimestral. ,1262300400000,19,2010,-1.5,-250.0
111,IPV867,Cataluña. General. Variación anual. ,1285884000000,22,2010,-2.8,86.66666666666666
111,IPV867,Cataluña. General. Variación anual. ,1277935200000,21,2010,-2.3,-17.857142857142858
111,IPV867,Cataluña. General. Variación anual. ,1270072800000,20,2010,-2.0,-13.04347826086956
111,IPV867,Cataluña. General. Variación anual. ,1262300400000,19,2010,-3.6,80.0
112,IPV866,Cataluña. General. Variación en lo que va de año. ,1285884000000,22,2010,-2.8,-22.22222222222223
112,IPV866,Cataluña. General. Variación en lo que va de año. ,1277935200000,21,2010,-2.2,-21.428571428571416
112,IPV866,Cataluña. General. Variación en lo que va de año. ,1270072800000,20,2010,-0.5,-77.27272727272727
112,IPV866,Cataluña. General. Variación en lo que va de año. ,1262300400000,19,2010,-1.5,200.0
113,IPV741,Cataluña. Vivienda nueva. Índice. ,1285884000000,22,2010,127.2,-8580.0
113,IPV741,Cataluña. Vivienda nueva. Índice. ,1277935200000,21,2010,127.45,0.19654088050314467
113,IPV741,Cataluña. Vivienda nueva. Índice. ,1270072800000,20,2010,129.06,1.26324048646528
113,IPV741,Cataluña. Vivienda nueva. Índice. ,1262300400000,19,2010,128.44,-0.4803967147063416
114,IPV865,Cataluña. Vivienda nueva. Variación trimestral. ,1285884000000,22,2010,-0.2,-100.15571473061351
114,IPV865,Cataluña. Vivienda nueva. Variación trimestral. ,1277935200000,21,2010,-1.2,500.0
114,IPV865,Cataluña. Vivienda nueva. Variación trimestral. ,1270072800000,20,2010,0.5,-141.66666666666669
114,IPV865,Cataluña. Vivienda nueva. Variación trimestral. ,1262300400000,19,2010,-1.4,-380.0
115,IPV864,Cataluña. Vivienda nueva. Variación anual. ,1285884000000,22,2010,-2.4,71.42857142857143
115,IPV864,Cataluña. Vivienda nueva. Variación anual. ,1277935200000,21,2010,-2.6,8.333333333333341
115,IPV864,Cataluña. Vivienda nueva. Variación anual. ,1270072800000,20,2010,-4.3,65.38461538461537
115,IPV864,Cataluña. Vivienda nueva. Variación anual. ,1262300400000,19,2010,-5.5,27.906976744186053
116,IPV863,Cataluña. Vivienda nueva. Variación en lo que va de año. ,1285884000000,22,2010,-2.4,-56.36363636363636
116,IPV863,Cataluña. Vivienda nueva. Variación en lo que va de año. ,1277935200000,21,2010,-2.2,-8.333333333333323
116,IPV863,Cataluña. Vivienda nueva. Variación en lo que va de año. ,1270072800000,20,2010,-0.9,-59.09090909090909
116,IPV863,Cataluña. Vivienda nueva. Variación en lo que va de año. ,1262300400000,19,2010,-1.4,55.55555555555555
117,IPV740,Cataluña. Vivienda segunda mano. Índice. ,1285884000000,22,2010,141.82,-10230.000000000002
117,IPV740,Cataluña. Vivienda segunda mano. Índice. ,1277935200000,21,2010,142.96,0.8038358482583661
117,IPV740,Cataluña. Vivienda segunda mano. Índice. ,1270072800000,20,2010,145.93,2.077504196978175
117,IPV740,Cataluña. Vivienda segunda mano. Índice. ,1262300400000,19,2010,143.96,-1.3499623106969088
118,IPV862,Cataluña. Vivienda segunda mano. Variación trimestral. ,1285884000000,22,2010,-0.8,-100.55570991942207
118,IPV862,Cataluña. Vivienda segunda mano. Variación trimestral. ,1277935200000,21,2010,-2.0,149.99999999999997
118,IPV862,Cataluña. Vivienda segunda mano. Variación trimestral. ,1270072800000,20,2010,1.4,-170.0
118,IPV862,Cataluña. Vivienda segunda mano. Variación trimestral. ,1262300400000,19,2010,-1.5,-207.14285714285717
119,IPV861,Cataluña. Vivienda segunda mano. Variación anual. ,1285884000000,22,2010,-3.0,100.0
119,IPV861,Cataluña. Vivienda segunda mano. Variación anual. ,1277935200000,21,2010,-2.1,-30.0
119,IPV861,Cataluña. Vivienda segunda mano. Variación anual. ,1270072800000,20,2010,-0.5,-76.19047619047619
119,IPV861,Cataluña. Vivienda segunda mano. Variación anual. ,1262300400000,19,2010,-2.5,400.0
120,IPV860,Cataluña. Vivienda segunda mano. Variación en lo que va de año. ,1285884000000,22,2010,-3.0,20.0
120,IPV860,Cataluña. Vivienda segunda mano. Variación en lo que va de año. ,1277935200000,21,2010,-2.2,-26.66666666666666
120,IPV860,Cataluña. Vivienda segunda mano. Variación en lo que va de año. ,1270072800000,20,2010,-0.2,-90.9090909090909
120,IPV860,Cataluña. Vivienda segunda mano. Variación en lo que va de año. ,1262300400000,19,2010,-1.5,650.0
121,IPV739,Comunitat Valenciana. General. Índice. ,1285884000000,22,2010,131.26,-8850.666666666666
121,IPV739,Comunitat Valenciana. General. Índice. ,1277935200000,21,2010,132.31,0.7999390522626935
121,IPV739,Comunitat Valenciana. General. Índice. ,1270072800000,20,2010,135.34,2.2900763358778633
121,IPV739,Comunitat Valenciana. General. Índice. ,1262300400000,19,2010,133.17,-1.6033692921531075
122,IPV859,Comunitat Valenciana. General. Variación trimestral. ,1285884000000,22,2010,-0.8,-100.60073590147931
122,IPV859,Comunitat Valenciana. General. Variación trimestral. ,1277935200000,21,2010,-2.2,175.0
122,IPV859,Comunitat Valenciana. General. Variación trimestral. ,1270072800000,20,2010,1.6,-172.72727272727272
122,IPV859,Comunitat Valenciana. General. Variación trimestral. ,1262300400000,19,2010,-1.9,-218.75
123,IPV858,Comunitat Valenciana. General. Variación anual. ,1285884000000,22,2010,-3.3,73.68421052631578
123,IPV858,Comunitat Valenciana. General. Variación anual. ,1277935200000,21,2010,-3.0,-9.090909090909086
123,IPV858,Comunitat Valenciana. General. Variación anual. ,1270072800000,20,2010,-2.0,-33.33333333333333
123,IPV858,Comunitat Valenciana. General. Variación anual. ,1262300400000,19,2010,-4.1,104.99999999999999
